link,star,city
/vi-vn/hotel/vietnam/bien-xanh-hotel-vung-tau-3000010035357,2,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/loc-xuan-hotel-3000010035218,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/hotel-de-condor-con-dao-3000020010910,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/sai-gon-68-hotel-3000020003660,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/hoang-phuc-hotel-3000010029592,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/ruby-hotel-vung-tau-3000020008250,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/new-star-hotel-vung-tau-3000020007485,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/thuy-van-hotel-3000010030657,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/laska-hotel-vung-tau-3000010031181,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/truong-phat-guesthouse-3000010032805,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/ibis-styles-vung-tau-9000000547885,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/golf-star-hotel-3000020003869,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/trang-nhung-hotel-vung-tau-3000010020491,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/q-song-chi-hotel-3000020003620,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/soho-hotel-3000020006183,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/star-hotel-3000010028642,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/lighthouse-homestay-3000020013962,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/sunny-2-hotel-vung-tau-9000000134643,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/thien-phu-hotel-vung-tau-3000010035333,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/lighthouse-boutique-hotel-1000000440347,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/thien-y-hotel-3000010028241,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/vung-tau-homestay-container-3000020006464,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/pho-chau-motel-3000010031687,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/song-lam-hotel-3000010032258,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/maya-hotel-9000000653651,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/seasala-hotel-la-van-cau-3000010037709,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/marina-hotel-3000020004934,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/sun-lake-hotel-3000020008741,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/aria-resort---seaview-blue-sapphire-apartment-vung-tau-3000010038736,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/little-home-con-dao-9000000095177,1,Ba Ria - Vung Tau
/vi-vn/hotel/vietnam/tigon-hotel-3000010039247,1,Ba Ria - Vung Tau
